Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
6221c0dac10d9f20c5e65c3b,,53.99,91.72,65.19,70.45,"270,17,2,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646379227000
6221c098c10d9f20c5e65ab6,,56.58,92.15,66.18,67.66,"283,16,2,0",time,60,-1,1,60.02,0,0.61,false,false,english_1k,none,normal,false,false,false,,1646379161000
6221c054c10d9f20c5e6593b,,49.39,94.46,61.39,64.67,"247,8,1,3",time,60,-1,1,60.01,1,6.71,false,false,english_1k,none,normal,false,false,false,,1646379092000
6221c006c10d9f20c5e65786,,48.79,90.71,62.39,65.46,"244,17,1,2",time,60,-1,1,60.01,0,20.97,false,false,english_1k,none,normal,false,false,false,,1646379014000
6221bfaac10d9f20c5de91ca,,53.19,94.17,61.79,68.73,"266,11,0,0",time,60,-1,1,60.01,0,2.65,false,false,english_1k,none,normal,false,false,false,,1646378922000
6221bf27c10d9f20c5de8e8f,,48.99,89.67,65.79,71.26,"245,19,2,1",time,60,-1,0,60.01,1,0,false,false,english_1k,none,normal,false,false,false,,1646378792000
6221bee7c10d9f20c5de8cff,,45.78,89.59,63.38,65.78,"229,17,3,3",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646378728000
6221be81c10d9f20c5d6c6be,,55.19,93.52,64.79,66.5,"276,12,1,1",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646378625000
6221be39c10d9f20c5d6c51a,,54.79,96.05,60.79,67.2,"274,8,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646378553000
6221bdf7c10d9f20c5d6c374,,51.78,94.21,62.18,70.01,"259,10,0,1",time,60,-1,1,60.02,0,52.75,false,false,english_1k,none,normal,false,false,false,,1646378488000
6221bd78c10d9f20c5cefc9c,,50.58,93.6,59.38,72.79,"253,11,0,1",time,60,-1,1,60.02,0,4.34,false,false,english_1k,none,normal,false,false,false,,1646378360000
62216643c10d9f20c58e546d,true,61.16,97.59,66.36,66.44,"153,2,0,0",time,30,-1,2,30.02,0,11.02,false,false,english,none,normal,false,false,false,,1646356035000
6220d44964b2b0ab8860e9b2,,41.4,93.95,49.6,64.54,"207,8,0,0",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1646318666000
6220d40b64b2b0ab8860e711,,45.39,94.8,53.79,67.81,"227,7,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646318604000
6220d3b264b2b0ab8860e363,,41.19,91.14,54.19,68.57,"206,13,1,2",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646318515000
6220d37264b2b0ab8860e04d,,51.19,95.47,57.39,67.37,"256,7,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646318450000
6220d2fb64b2b0ab88591bbd,,42.99,90.1,58.59,66.34,"215,17,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646318332000
6220d2b964b2b0ab8859184f,,43.39,94.62,51.99,64.84,"217,7,1,1",time,60,-1,2,60.01,0,18.88,false,false,english_1k,none,normal,false,false,false,,1646318265000
6220d26064b2b0ab88591419,,52.79,96.89,57.79,67.51,"264,4,0,2",time,60,-1,2,60.01,0,43.51,false,false,english_1k,none,normal,false,false,false,,1646318177000
6220d1cb64b2b0ab88514e60,,44.39,90.31,57.79,63.76,"222,16,1,0",time,60,-1,1,60.01,0,33.45,false,false,english_1k,none,normal,false,false,false,,1646318027000
6220d16864b2b0ab885149a1,,48.59,93.81,58.19,65.75,"243,9,3,0",time,60,-1,2,60.01,0,9.35,false,false,english_1k,none,normal,false,false,false,,1646317928000
6220d11564b2b0ab8851457c,,37.39,87.15,57.59,63.57,"187,21,1,1",time,60,-1,1,60.01,1,3.23,false,false,english_1k,none,normal,false,false,false,,1646317846000
6220d0cc64b2b0ab88498344,,55,91.84,66.2,70.31,"275,17,1,1",time,60,-1,3,60,0,38.9,false,false,english_1k,none,normal,false,false,false,,1646317772000
6220cfcd64b2b0ab88497825,,40.19,87.73,55.39,65.29,"201,20,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646317518000
6220cf8764b2b0ab8841b5ca,,49.39,92.01,62.59,66.42,"247,14,1,1",time,60,-1,3,60.01,0,26.28,false,false,english_1k,none,normal,false,false,false,,1646317447000
6220cdc564b2b0ab8839e37c,,57.77,97.7,60.77,71.89,"289,4,0,1",time,60,-1,1,60.03,0,2.5,false,false,english_1k,none,normal,false,false,false,,1646316997000
6220ccfb64b2b0ab88321bee,,49.58,92,59.97,66.74,"248,16,0,0",time,60,-1,3,60.03,0,29.49,false,false,english_1k,none,normal,false,false,false,,1646316795000
6220cc0f64b2b0ab882a536b,,53,94.39,60.6,68.19,"265,11,1,0",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1646316559000
6220cbca64b2b0ab882a5074,,56.74,94.32,63.34,68.69,"284,12,0,0",time,60,-1,1,60.06,0,27.67,false,false,english_1k,none,normal,false,false,false,,1646316491000
6220cb4364b2b0ab882a4adc,,48.18,93.1,57.97,63.16,"241,10,1,1",time,60,-1,0,60.03,0,0,false,false,english_1k,none,normal,false,false,false,,1646316355000
6220caf864b2b0ab882288a3,,44.18,89.6,59.57,68.18,"221,19,0,0",time,60,-1,1,60.03,0,1.69,false,false,english_1k,none,normal,false,false,false,,1646316280000
6220cab564b2b0ab882285c8,,43.17,92.47,55.56,64.71,"216,10,0,1",time,60,-1,1,60.04,0,6.06,false,false,english_1k,none,normal,false,false,false,,1646316213000
6220ca6b64b2b0ab882282d6,,47.58,92.39,57.77,65.37,"238,12,1,0",time,60,-1,0,60.03,0,0,false,false,english_1k,none,normal,false,false,false,,1646316139000
6220ca1a64b2b0ab88227fdc,,51.77,92.88,61.77,75.48,"259,13,1,1",time,60,-1,4,60.03,0,8.52,false,false,english_1k,none,normal,false,false,false,,1646316058000
6220c83e64b2b0ab8812efc1,,58.17,96.51,62.97,68.78,"291,7,0,0",time,60,-1,0,60.03,0,0,false,false,english_1k,none,normal,false,false,false,,1646315583000
6220c7ae64b2b0ab8812ea3e,,52.37,92.99,62.76,70.74,"262,13,1,0",time,60,-1,1,60.04,0,16.96,false,false,english_1k,none,normal,false,false,false,,1646315439000
6220c71d64b2b0ab880b25c1,true,63.76,97.91,66.96,71.44,"319,4,0,0",time,60,-1,0,60.04,0,0,false,false,english_1k,none,normal,false,false,false,,1646315293000
6220c6dc64b2b0ab880b233a,,53.56,95.44,61.36,71.88,"268,8,0,0",time,60,-1,0,60.04,0,0,false,false,english_1k,none,normal,false,false,false,,1646315228000
6220c66864b2b0ab880b1ea1,,54.96,94.65,63.56,68.56,"275,9,0,0",time,60,-1,1,60.04,0,39.89,false,false,english_1k,none,normal,false,false,false,,1646315113000
6220c5bd64b2b0ab8803592b,,46.58,91.07,58.17,63.94,"233,18,0,0",time,60,-1,1,60.03,0,1,false,false,english_1k,none,normal,false,false,false,,1646314941000
6220c53b64b2b0ab88ffb367,,50.58,93.6,59.38,69.72,"253,12,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646314811000
6220970164b2b0ab88cc5b55,,45.59,92.47,55.79,66.73,"228,12,2,0",time,60,-1,1,60.01,0,16.9,false,false,english_1k,none,normal,false,false,false,,1646302978000
6220966e64b2b0ab88cc57d5,,42.79,87.88,59.38,73.55,"214,21,3,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646302831000
6220962b64b2b0ab88c49813,,49.39,93.86,58.59,68.7,"247,11,0,0",time,60,-1,1,60.01,0,0.71,false,false,english_1k,none,normal,false,false,false,,1646302764000
622095e864b2b0ab88c4969d,,44.59,91.53,58.98,64.72,"223,14,0,0",time,60,-1,1,60.02,0,46.59,false,false,english_1k,none,normal,false,false,false,,1646302697000
6220949364b2b0ab88bcd0ee,,46.78,93.33,59.98,67.55,"234,11,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646302356000
6220945364b2b0ab88bccf80,,52.19,94.33,59.99,64.05,"261,10,1,0",time,60,-1,1,60.01,0,1.24,false,false,english_1k,none,normal,false,false,false,,1646302291000
622093fb64b2b0ab88b92cd6,,52.58,94.25,62.58,72.65,"263,10,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646302203000
622093b764b2b0ab88b50d8d,,44.99,89.12,58.79,69.35,"225,19,1,2",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646302136000
6220936e64b2b0ab88b50bd4,,47.38,92.28,56.98,63.42,"237,13,1,1",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646302063000
6220933064b2b0ab88b50a5b,,47.78,91.92,59.38,72.54,"239,13,3,0",time,60,-1,6,60.02,0,27.95,false,false,english_1k,none,normal,false,false,false,,1646302000000
6220920c64b2b0ab88ad4520,,44.79,90.2,59.19,68.85,"224,15,2,2",time,60,-1,1,60.01,0,32.24,false,false,english_1k,none,normal,false,false,false,,1646301709000
622091ae64b2b0ab88ad4303,,53.19,93.83,61.59,68.3,"266,12,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646301615000
6220916664b2b0ab88a5832e,,55.4,93.44,64,73.12,"277,14,0,1",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1646301542000
6220912764b2b0ab88a5818f,,49.19,90.25,63.59,70.91,"246,18,3,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646301479000
622090e364b2b0ab88a57fba,,55.99,96.44,61.79,73.28,"280,7,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646301411000
6220909e64b2b0ab88a57e22,,45.59,89.14,60.79,71.66,"228,20,1,0",time,60,-1,2,60.01,0,2.25,false,false,english_1k,none,normal,false,false,false,,1646301342000
621f746e64b2b0ab8845a9c3,,49.99,95.17,57.99,63.94,"250,8,0,0",time,60,-1,2,60.01,1,45.86,false,false,english_1k,none,normal,false,false,false,,1646228590000
621f73fb64b2b0ab8845a584,,48.8,92.13,61,67.82,"244,12,1,0",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1646228476000
621f73b964b2b0ab8845a34a,,55.59,95.82,62.19,72.38,"278,8,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646228410000
621f735564b2b0ab883de723,,48.59,93.99,56.59,67.83,"243,10,0,0",time,60,-1,1,60.01,0,1.68,false,false,english_1k,none,normal,false,false,false,,1646228310000
621f731064b2b0ab883de496,,50.59,93.02,60.19,68.38,"253,12,1,0",time,60,-1,1,60.01,0,0.02,false,false,english_1k,none,normal,false,false,false,,1646228240000
621f72ca64b2b0ab883de216,,49.79,94.08,57.39,65.85,"249,11,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646228171000
621ecb5e64b2b0ab88ea0f12,,47.38,90.82,58.78,64.72,"237,18,1,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646185311000
621ecb2064b2b0ab88ea0d59,,46.59,92.33,57.39,64.8,"233,13,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646185248000
621eca9a64b2b0ab88e2530c,,48.99,93.52,58.59,65.72,"245,11,0,0",time,60,-1,4,60.01,0,65.17,false,false,english_1k,none,normal,false,false,false,,1646185115000
621eca0364b2b0ab88e24ed2,,44.79,91.67,57.58,62.02,"224,12,2,1",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646184964000
621ec94764b2b0ab88da9357,,49.99,92.9,61.99,70.83,"250,11,2,2",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646184776000
621ec90764b2b0ab88da9195,,46.78,90.03,62.18,67.25,"234,16,2,1",time,60,-1,2,60.02,0,4.18,false,false,english_1k,none,normal,false,false,false,,1646184711000
621ec8bb64b2b0ab88da8f94,,47.4,93.01,57.2,65.04,"237,13,0,0",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1646184635000
621ec87264b2b0ab88d2d73f,,47.39,92.12,58.39,60.41,"237,15,0,0",time,60,-1,0,60.01,1,0,false,false,english_1k,none,normal,false,false,false,,1646184563000
621ec83364b2b0ab88d2d573,,47.59,93.47,58.19,62.4,"238,10,0,5",time,60,-1,1,60.01,1,1.65,false,false,english_1k,none,normal,false,false,false,,1646184499000
621ec7f164b2b0ab88d2d38d,,44.59,92.96,53.99,63.16,"223,12,0,0",time,60,-1,2,60.01,0,23.07,false,false,english_1k,none,normal,false,false,false,,1646184434000
621ec79364b2b0ab88d2d0eb,,42.99,91.35,57.79,65.58,"215,15,0,0",time,60,-1,3,60.01,0,18.92,false,false,english_1k,none,normal,false,false,false,,1646184340000
621ec73c64b2b0ab88cb1811,,50.19,89.69,63.99,71.84,"251,19,3,0",time,60,-1,2,60.01,0,54.75,false,false,english_1k,none,normal,false,false,false,,1646184252000
621ec6aa64b2b0ab88cb13d1,,42.99,92,54.98,65.22,"215,14,0,1",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646184107000
621dd260fafffa230e148ae0,,44.19,90.14,58.78,67.37,"221,18,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646121568000
621dd1f0fafffa230e148867,,43.39,91.19,58.99,66.12,"217,13,1,0",time,60,-1,1,60.01,0,2.96,false,false,english_1k,none,normal,false,false,false,,1646121457000
621dd194fafffa230e148649,,44.19,92.62,54.18,65.12,"221,12,1,1",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646121365000
621dd153fafffa230e10e95e,,44.19,89.9,61.39,68.88,"221,18,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646121300000
621dd0fffafffa230e0cd0ea,,45.59,89.8,58.79,64.33,"228,19,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646121215000
621dd0b4fafffa230e0ccf40,,55.59,92.94,65.19,72.42,"278,14,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646121141000
621dd071fafffa230e0ccdc9,,56.58,94.92,62.98,66.54,"283,10,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646121074000
621dd01cfafffa230e0930a6,,52.99,92.31,64.99,71.74,"265,14,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646120989000
621dcfd8fafffa230e05188f,,51.8,96.25,58.6,66.76,"259,6,0,0",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1646120920000
621dcf85fafffa230e0516db,,45.59,93.12,55.19,71.88,"228,11,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646120837000
621dcf44fafffa230e05157a,,44.59,91.1,58.39,69.42,"223,15,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646120773000
621dcf01fafffa230e0513e6,,48.38,90.45,62.78,70.12,"242,18,1,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646120705000
621dceb9fafffa230efd6020,,52.18,93.27,62.38,71.31,"261,13,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646120633000
621dce77fafffa230efd5e93,,40.59,88.89,57.59,69.86,"203,18,1,0",time,60,-1,1,60.01,0,15.32,false,false,english_1k,none,normal,false,false,false,,1646120567000
621dce15fafffa230efd5c3c,,44.59,89.9,59.39,68.83,"223,18,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646120469000
621c8114f2d75bfbf6d32454,true,62.99,96.19,68.19,72.28,"315,10,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646035220000
621c80d5f2d75bfbf6cb7633,,55.39,95.48,61.99,67.97,"277,8,0,1",time,60,-1,2,60.01,0,40.62,false,false,english_1k,none,normal,false,false,false,,1646035158000
621c8055f2d75bfbf6cb7330,,56.39,93.75,63.99,68.14,"282,14,0,0",time,60,-1,1,60.01,0,1.32,false,false,english_1k,none,normal,false,false,false,,1646035029000
621c7ffdf2d75bfbf6cb70c1,,46.58,89.61,61.58,65.81,"233,20,0,2",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646034942000
621c7faef2d75bfbf6c3c22d,,43.99,87.13,60.58,66.79,"220,25,3,0",time,60,-1,1,60.02,0,0.76,false,false,english_1k,none,normal,false,false,false,,1646034862000
621c7f6bf2d75bfbf6c3c07b,,54.79,94.95,63.39,74.12,"274,9,1,0",time,60,-1,1,60.01,0,42.77,false,false,english_1k,none,normal,false,false,false,,1646034796000
621c7eedf2d75bfbf6c3bd6e,,54.38,94.97,63.58,71.74,"272,10,0,0",time,60,-1,1,60.02,0,2.37,false,false,english_1k,none,normal,false,false,false,,1646034669000
621c7ea5f2d75bfbf6c022c4,,56.78,95.86,62.78,70.12,"284,9,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646034598000
621c7e09f2d75bfbf6bc0b88,,47.59,91.92,59.39,67.34,"238,15,0,0",time,60,-1,1,60.01,0,10.84,false,false,english_1k,none,normal,false,false,false,,1646034442000
621c7dbcf2d75bfbf6bc09d7,,47.18,89.62,63.58,66.2,"236,21,0,1",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646034364000
621c7d7af2d75bfbf6b86f67,,52.98,93.29,62.58,67.72,"265,13,1,1",time,60,-1,4,60.02,0,4.44,false,false,english_1k,none,normal,false,false,false,,1646034299000
621c7d2af2d75bfbf6b459e5,,56.59,95.82,62.19,69.4,"283,7,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646034219000
621c7cdff2d75bfbf6b45836,,53.79,94.52,61.99,69.57,"269,11,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1646034144000
621c5dd6f2d75bfbf6e88488,,43.99,88.82,60.79,69.88,"220,20,0,1",time,60,-1,8,60.01,0,24.78,false,false,english_1k,none,normal,false,false,false,,1646026199000
621c5d62f2d75bfbf6e46ea3,,45.58,89.2,64.78,65.66,"228,17,3,0",time,60,-1,3,60.02,0,44.22,false,false,english_1k,none,normal,false,false,false,,1646026083000
621c5ceef2d75bfbf6e46bfb,,49,90.65,62,73.05,"245,17,1,1",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1646025967000
621c5ca7f2d75bfbf6e0d17b,,45.59,89.9,59.19,68.19,"228,18,0,0",time,60,-1,2,60.01,0,21.66,false,false,english_1k,none,normal,false,false,false,,1646025895000
621c5c34f2d75bfbf6dcbb60,,50.18,93.88,58.78,70.5,"251,11,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1646025780000
621ad6e54e87af6b8e0a7be4,,44.59,91.78,58.39,67.85,"223,13,1,1",time,60,-1,3,60.01,0,15.86,false,false,english_1k,none,normal,false,false,false,,1645926117000
621ad68c4e87af6b8e0a7a44,,44.99,90.31,57.78,67.07,"225,19,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1645926029000
621ad5fa4e87af6b8e02cfb2,,54.79,95.15,61.79,70.81,"274,8,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645925883000
621ad5b74e87af6b8e02ce78,,43.6,92.22,54,70.89,"218,12,1,0",time,60,-1,1,60,0,0.99,false,false,english_1k,none,normal,false,false,false,,1645925816000
621ad5714e87af6b8e02cd32,,40.79,88.85,57.39,68.51,"204,19,0,1",time,60,-1,1,60.01,0,32.83,false,false,english_1k,none,normal,false,false,false,,1645925746000
621ad2ea4e87af6b8eefda9c,,49.79,94.02,60.19,66.55,"249,10,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645925098000
621ad2a74e87af6b8eebc843,,52,92.83,58.6,68.93,"260,15,0,0",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1645925031000
621ad2674e87af6b8eebc701,,49.19,92.28,59.39,68.82,"246,12,2,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645924967000
621ad2264e87af6b8eebc5dc,,49.39,93.33,59.99,68.17,"247,12,0,0",time,60,-1,3,60.01,0,13.57,false,false,english_1k,none,normal,false,false,false,,1645924902000
621ad1cf4e87af6b8eebc461,,53.59,93.53,61.79,64.77,"268,13,1,0",time,60,-1,2,60.01,0,23.26,false,false,english_1k,none,normal,false,false,false,,1645924816000
621ad1704e87af6b8ee41ac7,,50.58,93.27,59.38,71.1,"253,11,1,1",time,60,-1,1,60.02,0,5.79,false,false,english_1k,none,normal,false,false,false,,1645924721000
621a4d747b34db3f9cc9efdf,,48.39,95.04,56.39,70.34,"242,6,2,0",time,60,-1,2,60.01,0,30.17,false,false,english_1k,none,normal,false,false,false,,1645890932000
62198a907b34db3f9cc899e6,,54.38,97.26,58.38,66.77,"272,4,0,0",time,60,-1,1,60.02,0,0.9,false,false,english_1k,none,normal,false,false,false,,1645841040000
62198a437b34db3f9cc89889,,38.99,91.7,52.98,64.14,"195,12,0,1",time,60,-1,2,60.02,0,10.81,false,false,english_1k,none,normal,false,false,false,,1645840963000
621989f37b34db3f9cc8970b,,43.99,90.14,56.79,64.27,"220,17,1,0",time,60,-1,9,60.01,0,96.83,false,false,english_1k,none,normal,false,false,false,,1645840884000
621989367b34db3f9cc0ee82,,51.38,96.25,58.58,68.04,"257,6,0,0",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1645840694000
621988f37b34db3f9cc0ed2d,,44.59,93.51,52.39,63.09,"223,10,1,0",time,60,-1,6,60.01,0,50.1,false,false,english_1k,none,normal,false,false,false,,1645840627000
621988647b34db3f9cbd54cd,,47.39,92.47,55.79,66.5,"237,13,1,1",time,60,-1,6,60.01,0,28.3,false,false,english_1k,none,normal,false,false,false,,1645840485000
621988017b34db3f9cb9438b,,45.79,93.48,55.19,68.95,"229,11,0,0",time,60,-1,5,60.01,0,42.21,false,false,english_1k,none,normal,false,false,false,,1645840386000
621987747b34db3f9cb940da,,55.19,94.67,59.99,66.94,"276,12,1,2",time,60,-1,3,60.01,1,12.72,false,false,english_1k,none,normal,false,false,false,,1645840244000
621986f27b34db3f9cb199cb,,43.59,90.21,57.19,66.32,"218,16,1,0",time,60,-1,4,60.01,1,48.21,false,false,english_1k,none,normal,false,false,false,,1645840115000
621986667b34db3f9cb1973e,,42.39,90.36,55.99,66.2,"212,15,1,0",time,60,-1,6,60.01,0,62.44,false,false,english_1k,none,normal,false,false,false,,1645839974000
621985e07b34db3f9ca9f019,,49.99,91.69,62.59,69.08,"250,14,2,2",time,60,-1,4,60.01,0,15.19,false,false,english_1k,none,normal,false,false,false,,1645839841000
6219858a7b34db3f9ca9eea5,,52.39,91.67,62.39,69.84,"262,17,1,1",time,60,-1,5,60.01,0,54.35,false,false,english_1k,none,normal,false,false,false,,1645839754000
621984fa7b34db3f9ca9ec7f,,50.99,91.86,61.39,69.92,"255,14,2,2",time,60,-1,8,60.01,0,91.25,false,false,english_1k,none,normal,false,false,false,,1645839611000
621984337b34db3f9ca24433,,47.59,92.15,58.59,73.02,"238,13,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645839411000
621983dd7b34db3f9ca24280,,52.19,92.18,61.39,68.88,"261,15,1,1",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645839325000
621983667b34db3f9c9a9b4f,,51.19,94.56,58.79,70.26,"256,9,0,0",time,60,-1,4,60.01,0,23.7,false,false,english_1k,none,normal,false,false,false,,1645839207000
6218feae1d87327f37d547a2,,47.99,94.06,57.19,69.27,"240,10,0,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645805231000
621853f51d87327f3776abcb,,42.59,94.94,51.38,68.95,"213,6,0,1",time,60,-1,7,60.02,0,96.94,false,false,english_1k,none,normal,false,false,false,,1645761526000
621852c81d87327f376f0355,,47.99,92.67,59.99,70.34,"240,14,0,0",time,60,-1,1,60.01,0,8.96,false,false,english_1k,none,normal,false,false,false,,1645761225000
6218527e1d87327f376f0155,,51.78,91.72,62.78,66.84,"259,15,1,1",time,60,-1,0,60.02,0,0,false,false,english_1k,none,normal,false,false,false,,1645761150000
621852141d87327f376efe73,,47.99,91.32,57.59,75.71,"240,18,0,1",time,60,-1,2,60.01,0,12.25,false,false,english_1k,none,normal,false,false,false,,1645761044000
621851af1d87327f37675abe,,51.39,95.5,57.79,70.52,"257,8,0,1",time,60,-1,2,60.01,0,39.36,false,false,english_1k,none,normal,false,false,false,,1645760943000
621851341d87327f37675773,,52.99,92.33,65.19,70.26,"265,14,2,0",time,60,-1,2,60.01,0,5.81,false,false,english_1k,none,normal,false,false,false,,1645760821000
621850d91d87327f37675518,,57.79,95.83,62.39,71.09,"289,8,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645760730000
621850801d87327f375fb1c5,,49.59,94.37,56.79,63.04,"248,8,2,1",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645760641000
621850411d87327f375fb01f,,48.59,95.41,56.59,65.15,"243,7,0,0",time,60,-1,3,60.01,1,4.81,false,false,english_1k,none,normal,false,false,false,,1645760577000
62184fdc1d87327f375fad93,,48.38,91.13,56.38,65.63,"242,17,1,0",time,60,-1,3,60.02,0,51.77,false,false,english_1k,none,normal,false,false,false,,1645760476000
62184f3d1d87327f37580878,,53.99,92.88,64.59,70.03,"270,13,1,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645760318000
62184efc1d87327f375806ad,,56.2,95.42,61.2,69.48,"281,10,0,0",time,60,-1,0,60,0,0,false,false,english_1k,none,normal,false,false,false,,1645760253000
62184ebb1d87327f375804db,,54.19,98.25,56.99,69.83,"271,2,0,1",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645760187000
62184e791d87327f3758033a,,43.59,89.01,56.39,67.67,"218,18,4,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645760121000
62184e1d1d87327f3750600f,,49.79,92.43,60.79,72.12,"249,12,3,0",time,60,-1,0,60.01,0,0,false,false,english_1k,none,normal,false,false,false,,1645760030000
621747ec1d87327f37a57971,,51.59,91.72,62.79,74.04,"258,14,2,2",time,60,-1,1,60.01,0,0.27,false,false,english_1k,none,normal,false,false,false,,1645692908000
621747ab1d87327f379ddacd,,52.19,93.33,59.99,69.45,"261,13,0,0",time,60,-1,4,60.01,0,12.1,false,false,english_1k,none,normal,false,false,false,,1645692844000
621746611d87327f379636b5,,60.58,97.52,64.58,73.28,"303,4,0,0",time,60,-1,1,60.02,0,8.57,false,false,english_1k,none,normal,false,false,false,,1645692514000
621745d31d87327f3796343c,,48.79,94.16,58.19,69.23,"244,10,0,1",time,60,-1,1,60.01,0,0.09,false,false,english_1k,none,normal,false,false,false,,1645692371000
